Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,latency,0.0006792192220687866
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,throughput,1472.278709890114
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,latency,0.0006358636140823364
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,throughput,1572.6642912933094
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,latency,0.0007675811767578125
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,throughput,1302.7938025055562
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,latency,0.0016331742286682129
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,throughput,612.3045431689546
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,latency,0.0015475415945053101
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,throughput,646.1861855930675
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,latency,0.0016525768995285033
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,throughput,605.1155624197033
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,latency,0.0025934357166290285
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,put,throughput,385.5888902848185
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,latency,0.0023405986547470094
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,get,throughput,427.24112396282993
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,latency,0.002130795621871948
Client 18e5ce1daa254a893c6c7730c3b4a1ef2bf8c59bb1dcbfa2c9acdb09dda476ac,delete,throughput,469.3082667034388
