Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,latency,0.0006732712984085083
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,throughput,1485.2853557901833
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,latency,0.0006342808246612548
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,throughput,1576.5887302900285
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,latency,0.0007798745632171631
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,throughput,1282.2574900696447
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,latency,0.0016445031881332397
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,throughput,608.086385734011
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,latency,0.0015623278379440309
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,throughput,640.07052534887
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,latency,0.0016513219118118286
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,throughput,605.5754440409509
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,latency,0.0025966800689697267
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,put,throughput,385.10712657673133
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,latency,0.0023282732248306273
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,get,throughput,429.5028561661813
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,latency,0.0021452762603759766
Client eece794c6f784bda32183c919843ed921af8059b370c190b791e50eed882b025,delete,throughput,466.14043070832383
